molecule,smiles,max_abs,loge,max_em,stokes,yield,doi,solvent,dc,etn
BTD7,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)Cl,352.0,,478.0,126.0,0.33,https://doi.org/10.1002/cptc.202100040,DMSO,46.826,0.444
BTD7,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)Cl,350.0,,483.0,133.0,0.76,https://doi.org/10.1002/cptc.202100040,MeOH,32.613,0.762
BTD8,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C(F)(F)F,340.0,,418.0,78.0,0.06,https://doi.org/10.1002/cptc.202100040,HEX,1.88,0.009
BTD8,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C(F)(F)F,342.0,,425.0,83.0,0.17,https://doi.org/10.1002/cptc.202100040,TOL,2.3741,0.099
BTD8,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C(F)(F)F,342.0,,423.0,81.0,0.15,https://doi.org/10.1002/cptc.202100040,THF,7.58,0.605
BTD8,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C(F)(F)F,342.0,,424.0,82.0,0.14,https://doi.org/10.1002/cptc.202100040,CFM,4.81,0.259
BTD8,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C(F)(F)F,339.0,,453.0,114.0,0.01,https://doi.org/10.1002/cptc.202100040,DMSO,46.826,0.444
BTD8,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C(F)(F)F,339.0,,428.0,89.0,0.22,https://doi.org/10.1002/cptc.202100040,MeOH,32.613,0.762
BTD9,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)S(=O)(=O)N,220.0,,,,,https://doi.org/10.1002/cptc.202100040,HEX,1.88,0.009
BTD9,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)S(=O)(=O)N,349.0,,423.0,74.0,0.24,https://doi.org/10.1002/cptc.202100040,TOL,2.3741,0.099
BTD9,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)S(=O)(=O)N,348.0,,426.0,78.0,0.31,https://doi.org/10.1002/cptc.202100040,THF,7.58,0.605
BTD9,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)S(=O)(=O)N,348.0,,426.0,78.0,0.18,https://doi.org/10.1002/cptc.202100040,CFM,4.81,0.259
BTD9,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)S(=O)(=O)N,347.0,,437.0,90.0,0.02,https://doi.org/10.1002/cptc.202100040,DMSO,46.826,0.444
BTD9,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)S(=O)(=O)N,341.0,,434.0,93.0,0.35,https://doi.org/10.1002/cptc.202100040,MeOH,32.613,0.762
BTD10,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C#N,341.0,,420.0,79.0,0.06,https://doi.org/10.1002/cptc.202100040,HEX,1.88,0.009
BTD10,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C#N,345.0,,425.0,80.0,0.13,https://doi.org/10.1002/cptc.202100040,TOL,2.3741,0.099
BTD10,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C#N,343.0,,425.0,82.0,0.15,https://doi.org/10.1002/cptc.202100040,THF,7.58,0.605
BTD10,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C#N,343.0,,423.0,80.0,0.12,https://doi.org/10.1002/cptc.202100040,CFM,4.81,0.259
BTD10,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C#N,345.0,,451.0,106.0,0.01,https://doi.org/10.1002/cptc.202100040,DMSO,46.826,0.444
BTD10,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C#N,342.0,,433.0,91.0,0.21,https://doi.org/10.1002/cptc.202100040,MeOH,32.613,0.762
TBTz1,CCCCCCCCC1=C(C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC=C4)SC(=C1)C5=C(CCCCCCCC)C=C(C6=CC=C(C7=CC(=C(C8=CC(=C(C9=CC=C(C=C9)N(C%10=CC=CC=C%10)C%11=CC=CC=C%11)S8)CCCCCCCC)S7)CCCCCCCC)C%12=NSN=C6%12)S5,530.0,,661.0,131.0,10%,https://doi.org/10.1039/d0tc00450b,DCM,8.93,0.309
TBTz2,CCCCCCC1=C(C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC=C4)SC(=C1)C5=C(CCCCCC)C=C(C6=CC=C(C7=CC(=C(C8=CC(=C(C9=CC(=C(C%10=CC=C(C=C%10)N(C%11=CC=CC=C%11)C%12=CC=CC=C%12)S9)CCCCCC)S8)CCCCCC)S7)CCCCCC)C%13=NSN=C6%13)S5,538.0,,686.0,148.0,5%,https://doi.org/10.1039/d0tc00450b,DCM,8.93,0.309
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,414.0,,493.0,79.0,0.45,https://doi.org/10.1016/j.snb.2020.127701,HEX,1.88,0.009
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,410.0,,510.0,100.0,0.57,https://doi.org/10.1016/j.snb.2020.127701,DIOX,2.25,0.164
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,406.0,,507.0,101.0,0.48,https://doi.org/10.1016/j.snb.2020.127701,DCM,8.93,0.309
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,396.0,,513.0,117.0,0.41,https://doi.org/10.1016/j.snb.2020.127701,EtOH,24.852,0.654
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,395.0,,509.0,114.0,0.45,https://doi.org/10.1016/j.snb.2020.127701,MeOH,32.613,0.762
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,400.0,,510.0,110.0,0.36,https://doi.org/10.1016/j.snb.2020.127701,ACN,37.5,0.46
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,406.0,,512.0,106.0,0.41,https://doi.org/10.1016/j.snb.2020.127701,DMF,36.7,0.386
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,418.0,,475.0,57.0,0.88,https://doi.org/10.1016/j.snb.2020.127701,HEX,1.88,0.009
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,412.0,,512.0,100.0,0.63,https://doi.org/10.1016/j.snb.2020.127701,DIOX,2.25,0.164
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,407.0,,508.0,101.0,0.55,https://doi.org/10.1016/j.snb.2020.127701,DCM,8.93,0.309
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,395.0,,508.0,113.0,0.33,https://doi.org/10.1016/j.snb.2020.127701,EtOH,24.852,0.654
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,397.0,,508.0,111.0,0.46,https://doi.org/10.1016/j.snb.2020.127701,MeOH,32.613,0.762
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,403.0,,512.0,109.0,0.49,https://doi.org/10.1016/j.snb.2020.127701,ACN,37.5,0.46
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,408.0,,512.0,104.0,0.49,https://doi.org/10.1016/j.snb.2020.127701,DMF,36.7,0.386
BTD-H1,CCCCC(CC)CN1C2=C(C3=C1C4=C(C5=NSN=C35)C6=C(C=C(C7=CC=C(C=C7)OCC(CC)CCCC)S6)N4CC(CC)CCCC)SC(=C2)C#CC8=CC=C(C=C8)C(=O)O,476.0,,,,,https://doi.org/10.1016/j.dyepig.2019.107999,DCM,8.93,0.309
BTD-H2,CCCCC(CC)CN1C2=C(C3=C1C4=C(C5=NSN=C35)C6=C(C=C(C#CC7=CC=C(C8=CC=C(C=C8)C(=O)O)C9=NSN=C79)S6)N4CC(CC)CCCC)SC(=C2)C%10=CC=C(C=C%10)OCC(CC)CCCC,512.0,,,,,https://doi.org/10.1016/j.dyepig.2019.107999,DCM,8.93,0.309
BTD-H3,CCCCCCC1=CC=C(C=C1)N(C2=CC=C(CCCCCC)C=C2)C3=CC=C(C=C3)C4=CC5=C(C6=C(C7=C(C8=C6N(CC(CC)CCCC)C9=C8SC(=C9)C#CC%10=CC=C(C%11=CC=C(C=C%11)C(=O)O)C%12=NSN=C%10%12)SC(=C7)C#CC%13=CC=C(C=C%13)C%14=CC=C(C=C%14)C(=O)O)C%15=NSN=C5%15)S4,523.0,,,,,https://doi.org/10.1016/j.dyepig.2019.107999,DCM,8.93,0.309
BTD-H,C1=C(SC(=C1)C2=CC=C(C3=NSN=C23)Br)C=O,244.0,,491.0,247.0,,https://doi.org/10.1007/s12209-019-00211-0,VAC,0.0,0.0
BTD-F,Fc1cc(c2sc(C=O)cc2)c3nsnc3c1Br,240.0,,476.0,236.0,,https://doi.org/10.1007/s12209-019-00211-0,VAC,0.0,0.0
BTD-4APTEG,[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,368.0,3.0,512.0,512.0,,https://doi.org/10.3762/bjoc.15.257,CFM,4.81,0.259
BTD-4APTEG,[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,375.0,2.9,525.0,150.0,,https://doi.org/10.3762/bjoc.15.257,DMSO,46.826,0.444
BTD-4APTEG,[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,363.0,2.9,518.0,155.0,,https://doi.org/10.3762/bjoc.15.257,MeCN,37.5,0.46
BTD-4APTEG,[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,362.0,2.9,523.0,161.0,,https://doi.org/10.3762/bjoc.15.257,MeOH,32.613,0.762
BTD-4APTEG,[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,383.0,2.2,517.0,132.0,,https://doi.org/10.3762/bjoc.15.257,TOL,2.3741,0.099
BTD-4APTEG,[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,370.0,2.9,543.0,173.0,,https://doi.org/10.3762/bjoc.15.257,H2O,78.35,1.0
C12H8BrN3S,C1=CC=C(C=C1)NC2=CC=C(C3=NSN=C23)Br,458.0,,601.0,143.0,,https://doi.org/10.1134/S0022476619100135,CFM,4.81,0.259
C11H7BrN4S,C1=CC(=CN=C1)NC2=CC=C(C3=NSN=C23)Br,443.0,,584.0,141.0,,https://doi.org/10.1134/S0022476619100135,CFM,4.81,0.259
PFBT-HH,CCCCCCCCC1(CCCCCCC)C2C=C(C=CC2c3ccc(Cc4csc(Cc5cccc6nsnc56)c4)cc13)c7cscc7,535.0,,646.0,111.0,,https://doi.org/10.1007/s10854-019-01744-9,CBZN,23.0,0.333
PFBT-HF,CCCCCCCCC1(CCCCCCC)C2C=C(C=CC2c3ccc(Cc4csc(Cc5c(F)ccc6nsnc56)c4)cc13)c7cscc7,524.0,,633.0,109.0,,https://doi.org/10.1007/s10854-019-01744-9,CBZN,23.0,0.333
PFBT-FF,CCCCCCCCC1(CCCCCCC)C2C=C(C=CC2c3ccc(Cc4csc(Cc5c(F)cc(F)c6nsnc56)c4)cc13)c7cscc7,509.0,,651.0,142.0,,https://doi.org/10.1007/s10854-019-01744-9,CBZN,23.0,0.333
E-12,CCCCCCCCCCCCOc1cc(Oc2ccc(cc2)c3ccc(c4ccc(Oc5cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c5)cc4)c6nsnc36)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,282.0,,539.0,128.0,,https://doi.org/10.1016/j.molliq.2019.04.121,CFM,4.81,0.259
C-12,CCCCCCCCCCCCOc1cc(OC(=O)c2ccc(cc2)c3ccc(c4ccc(cc4)C(=O)Oc5cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c5)c6nsnc36)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,283.0,,501.0,119.0,,https://doi.org/10.1016/j.molliq.2019.04.121,CFM,4.81,0.259
A-12,CCCCCCCCCCCCOc1cc(O[N+](=O)c2ccc(cc2)c3ccc(c4ccc(cc4)[N+](=O)Oc5cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c5)c6nsnc36)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,305.0,,538.0,135.0,,https://doi.org/10.1016/j.molliq.2019.04.121,CFM,4.81,0.259
TBT(DDP)2,CCCCC(CN1C(=O)C2=C(N(C(=O)C2=C1C1SC=CC=1)CC(CCCC)CC)C1SC(C2SC(C3C4C(=NSN=4)C(C4SC(C5N(CC(CCCC)CC)C(=O)C6=C(N(C(=O)C=56)CC(CCCC)CC)C5SC=CC=5)=CC=4)=CC=3)=CC=2)=CC=1)CC,614.0,,,,,https://doi.org/10.1016/j.synthmet.2019.03.004,VAC,0.0,0.0
TBT(DPPT2)2,CCCCC(CN1C(=O)C2=C(N(C(=O)C2=C1C1SC(C2SC(C3SC(C)=CC=3)=CC=2)=CC=1)CC(CCCC)CC)C1SC(C2SC(C3C4C(=NSN=4)C(C4SC(C5SC(C6N(CC(CCCC)CC)C(=O)C7=C(N(C(=O)C=67)CC(CCCC)CC)C6SC(C7SC(C8SC(C)=CC=8)=CC=7)=CC=6)=CC=5)=CC=4)=CC=3)=CC=2)=CC=1)CC,667.0,,,,,https://doi.org/10.1016/j.synthmet.2019.03.004,VAC,0.0,0.0
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,510.0,,600.0,,,https://doi.org/10.1007/s11426-018-9384-1,CHX,2.02,0.006
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,520.0,,635.0,,,https://doi.org/10.1007/s11426-018-9384-1,DCM,8.93,0.309
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,526.0,,635.0,,,https://doi.org/10.1007/s11426-018-9384-1,TOL,2.3741,0.099
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,520.0,,640.0,,,https://doi.org/10.1007/s11426-018-9384-1,DIOX,2.25,0.164
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,520.0,,645.0,,,https://doi.org/10.1007/s11426-018-9384-1,AcOEt,6.2,0.228
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,532.0,,650.0,,,https://doi.org/10.1007/s11426-018-9384-1,THF,7.58,0.605
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,528.0,,710.0,,,https://doi.org/10.1007/s11426-018-9384-1,DCM,8.93,0.309
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,472.0,,535.0,,,https://doi.org/10.1007/s11426-018-9384-1,CHX,2.02,0.006
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,460.0,,555.0,,,https://doi.org/10.1007/s11426-018-9384-1,DCM,8.93,0.309
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,472.0,,570.0,,,https://doi.org/10.1007/s11426-018-9384-1,TOL,2.3741,0.099
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,472.0,,575.0,,,https://doi.org/10.1007/s11426-018-9384-1,DIOX,2.25,0.164
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,472.0,,575.0,,,https://doi.org/10.1007/s11426-018-9384-1,AcOEt,6.2,0.228
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,472.0,,575.0,,,https://doi.org/10.1007/s11426-018-9384-1,THF,7.58,0.605
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,560.0,,585.0,,,https://doi.org/10.1007/s11426-018-9384-1,DCM,8.93,0.309
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,496.0,,570.0,,,https://doi.org/10.1007/s11426-018-9384-1,CHX,2.02,0.006
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,500.0,,585.0,,,https://doi.org/10.1007/s11426-018-9384-1,DCM,8.93,0.309
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,554.0,,620.0,,,https://doi.org/10.1007/s11426-018-9384-1,TOL,2.3741,0.099
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,500.0,,650.0,,,https://doi.org/10.1007/s11426-018-9384-1,DIOX,2.25,0.164
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,504.0,,670.0,,,https://doi.org/10.1007/s11426-018-9384-1,AcOEt,6.2,0.228
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,504.0,,680.0,,,https://doi.org/10.1007/s11426-018-9384-1,THF,7.58,0.605
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,496.0,,680.0,,,https://doi.org/10.1007/s11426-018-9384-1,DCM,8.93,0.309
BTD-565,s1nc2c(/C=C/c3ccccn3)ccc(\C=C\c4ccccn4)c2n1,438.0,,480.0,,,https://doi.org/10.1007/s11426-018-9384-1,CHX,2.02,0.006
BTD-565,s1nc2c(/C=C/c3ccccn3)ccc(\C=C\c4ccccn4)c2n1,438.0,,485.0,,,https://doi.org/10.1007/s11426-018-9384-1,DCM,8.93,0.309
BTD-565,s1nc2c(/C=C/c3ccccn3)ccc(\C=C\c4ccccn4)c2n1,438.0,,490.0,,,https://doi.org/10.1007/s11426-018-9384-1,TOL,2.3741,0.099
BTD-565,s1nc2c(/C=C/c3ccccn3)ccc(\C=C\c4ccccn4)c2n1,434.0,,495.0,,,https://doi.org/10.1007/s11426-018-9384-1,DIOX,2.25,0.164
BTD-565,s1nc2c(/C=C/c3ccccn3)ccc(\C=C\c4ccccn4)c2n1,434.0,,495.0,,,https://doi.org/10.1007/s11426-018-9384-1,AcOEt,6.2,0.228
BTD-565,s1nc2c(/C=C/c3ccccn3)ccc(\C=C\c4ccccn4)c2n1,438.0,,495.0,,,https://doi.org/10.1007/s11426-018-9384-1,THF,7.58,0.605
BTD-565,s1nc2c(/C=C/c3ccccn3)ccc(\C=C\c4ccccn4)c2n1,438.0,,500.0,,,https://doi.org/10.1007/s11426-018-9384-1,DCM,8.93,0.309
BTD-3A,CCCCCCCCCCOC1=CC=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC=C(C=C4)OCCCCCCCCCC,413.0,,499.0,86.0,0.37,https://doi.org/10.1016/j.dyepig.2018.12.012,VAC,0.0,0.0
BTD-3B,CCCCCCCCCCOC1=C(C=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC(=C(C=C4)OCCCCCCCCCC)[N+](=O)[O-])[N+](=O)[O-],448.0,,555.0,107.0,0.13,https://doi.org/10.1016/j.dyepig.2018.12.012,VAC,0.0,0.0
BTD-3C,CCCCCCCCCCOC1(CC=C(C=C1)c2ccccc2)C#Cc3ccc(C#CC4(CC=C(C=C4)c5ccccc5)OCCCCCCCCCC)c6nsnc36,420.0,,506.0,86.0,0.35,https://doi.org/10.1016/j.dyepig.2018.12.012,VAC,0.0,0.0
BTD-3D,CCCCCCCCCCOC1=CC2=C(C=C1)C=C(C=C2)C#CC3=CC=C(C4=NSN=C34)C#CC5=CC6=C(C=C5)C=C(C=C6)OCCCCCCCCCC,470.0,,611.0,141.0,0.10,https://doi.org/10.1016/j.dyepig.2018.12.012,VAC,0.0,0.0
BTD-3E,CCCCCCCCCCN1CCN(CC1)C2=CC=C(C=C2)C#CC3=CC=C(C4=NSN=C34)C#CC5=CC=C(C=C5)N6CCN(CC6)CCCCCCCCCC,418.0,,509.0,91.0,0.35,https://doi.org/10.1016/j.dyepig.2018.12.012,VAC,0.0,0.0
BTD-3F,CCCCCCCCCCOc1ccc(cc1)C(=O)OC2=CCC(C=C2)(C#C)c3ccc(c4nsnc34)C5(CC=C(OC(=O)c6ccc(OCCCCCCCCCC)cc6)C=C5)C#C,446.0,,540.0,94.0,0.24,https://doi.org/10.1016/j.dyepig.2018.12.012,VAC,0.0,0.0
BTD-6A,CCCCCCCCCCCCOc1ccc(cc1)C#Cc2ccc(C#Cc3ccccc3)c4nsnc24,425.0,,530.0,105.0,0.96,https://doi.org/10.1016/j.dyepig.2018.12.012,VAC,0.0,0.0
BTD-6B,CCCCCCCCCCCCOc1ccc(cc1)C#Cc2ccc(C#Cc3ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c3)c4nsnc24,443.0,,561.0,118.0,0.74,https://doi.org/10.1016/j.dyepig.2018.12.012,VAC,0.0,0.0
BTD-6C,CCCCCCCCCCCCOc1ccc(cc1)C#Cc2ccc(C#Cc3ccc(OCCCCCCCCCCCC)c(c3)[N+]([O-])=O)c4nsnc24,430.0,,535.0,105.0,0.87,https://doi.org/10.1016/j.dyepig.2018.12.012,VAC,0.0,0.0
BTD-6D,CCCCCCCCCCCCOc1ccc(cc1)C#Cc2ccc(C#Cc3ccc(cc3)N4CCN(CCCCCCCCCCCC)CC4)c5nsnc25,443.0,,573.0,130.0,0.56,https://doi.org/10.1016/j.dyepig.2018.12.012,VAC,0.0,0.0
BTD-6E,CCCCCCCCCCCCOc1ccc(cc1)C#Cc2ccc(C#Cc3cccc(OCCCCCCCCCCCC)c3)c4nsnc24,428.0,,533.0,105.0,0.90,https://doi.org/10.1016/j.dyepig.2018.12.012,VAC,0.0,0.0
BTD-6F,CCCCCCCCCCCCOc1ccc(cc1)C#Cc2ccc(C#Cc3ccc4cc(OCCCCCCCCCCCC)ccc4c3)c5nsnc25,443.0,,548.0,105.0,0.62,https://doi.org/10.1016/j.dyepig.2018.12.012,VAC,0.0,0.0
BTTP,CC(C1SC(/C=C/C2SC(/C=C/C3C(/C=C/C4SC(/C=C/C5SC(C(C)(C)C)=CC=5)=CC=4)=CC4C(=NSN=4)C=3)=CC=2)=CC=1)(C)C,403.0,,585.0,182.0,,https://doi.org/10.1016/j.jphotochem.2018.11.024,VAC,0.0,0.0
BTTP-CN,CC(C1SC(/C(/C#N)=C/C2SC(/C=C/C3C(/C=C/C4SC(/C=C(/C5SC(C(C)(C)C)=CC=5)\C#N)=CC=4)=CC4C(=NSN=4)C=3)=CC=2)=CC=1)(C)C,397.0,,520.0,123.0,,https://doi.org/10.1016/j.jphotochem.2018.11.024,VAC,0.0,0.0
Suzu-5,Fc1c(F)c(c2ccccc2)c3nsnc3c1c4sccc4,392.0,,501.0,109.0,,https://doi.org/10.1021/acs.joc.8b02204,DCM,8.93,0.309
Suzu-6,Fc1ccc(c(F)c1)c2c(F)c(F)c(c3sccc3)c4nsnc24,389.0,,495.0,106.0,,https://doi.org/10.1021/acs.joc.8b02204,DCM,8.93,0.309
Suzu-7,Fc1c(F)c(c2ccc(C=O)cc2)c3nsnc3c1c4sccc4,396.0,,497.0,101.0,,https://doi.org/10.1021/acs.joc.8b02204,DCM,8.93,0.309
Suzu-8,Fc1c(F)c(c2ccc(cc2)C(F)(F)F)c3nsnc3c1c4sccc4,393.0,,497.0,104.0,,https://doi.org/10.1021/acs.joc.8b02204,DCM,8.93,0.309
Suzu-9,Cc1ccc(C)c(c1)c2c(F)c(F)c(c3sccc3)c4nsnc24,386.0,,492.0,106.0,,https://doi.org/10.1021/acs.joc.8b02204,DCM,8.93,0.309
Suzu-10,Fc1c(F)c(c2ccc3ccccc3c2)c4nsnc4c1c5sccc5,390.0,,504.0,114.0,,https://doi.org/10.1021/acs.joc.8b02204,DCM,8.93,0.309
Suzu-11,Fc1c(F)c(c2ccc3c(Cc4ccccc34)c2)c5nsnc5c1c6sccc6,406.0,,523.0,117.0,,https://doi.org/10.1021/acs.joc.8b02204,DCM,8.93,0.309
Suzu-12,CCCCCCc1sc(cc1)c2sc(cc2)c3c(F)c(F)c(c4sccc4)c5nsnc35,472.0,,616.0,144.0,,https://doi.org/10.1021/acs.joc.8b02204,DCM,8.93,0.309
Ale-3a,COc1ccc(Oc2ccc(c3ccc(OC)cc3)c4nsnc24)cc1,397.0,,550.0,153.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,MeCN,37.5,0.46
Ale-3a,COc1ccc(Oc2ccc(c3ccc(OC)cc3)c4nsnc24)cc1,402.0,,550.0,148.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,EtOH,24.55,0.654
Ale-3a,COc1ccc(Oc2ccc(c3ccc(OC)cc3)c4nsnc24)cc1,401.0,,544.0,143.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,Ac,1.26,0.355
Ale-3a,COc1ccc(Oc2ccc(c3ccc(OC)cc3)c4nsnc24)cc1,402.0,,530.0,128.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,THF,7.58,0.605
Ale-3a,COc1ccc(Oc2ccc(c3ccc(OC)cc3)c4nsnc24)cc1,398.0,,533.0,135.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,EtOAc,6.2,0.228
Ale-3a,COc1ccc(Oc2ccc(c3ccc(OC)cc3)c4nsnc24)cc1,403.0,,519.0,116.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,PHME,2.3741,0.099
Ale-3a,COc1ccc(Oc2ccc(c3ccc(OC)cc3)c4nsnc24)cc1,401.0,,504.0,103.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,CHX,2.02,0.006
Ale-3b,COc1ccc(cc1)c2ccc(Oc3ccc(F)cc3)c4nsnc24,382.0,,507.0,125.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,MeCN,37.5,0.46
Ale-3b,COc1ccc(cc1)c2ccc(Oc3ccc(F)cc3)c4nsnc24,389.0,,482.0,93.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,EtOH,24.55,0.654
Ale-3b,COc1ccc(cc1)c2ccc(Oc3ccc(F)cc3)c4nsnc24,385.0,,498.0,113.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,Ac,1.26,0.355
Ale-3b,COc1ccc(cc1)c2ccc(Oc3ccc(F)cc3)c4nsnc24,386.0,,524.0,138.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,THF,7.58,0.605
Ale-3b,COc1ccc(cc1)c2ccc(Oc3ccc(F)cc3)c4nsnc24,388.0,,501.0,113.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,EtOAc,6.2,0.228
Ale-3b,COc1ccc(cc1)c2ccc(Oc3ccc(F)cc3)c4nsnc24,389.0,,498.0,109.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,PHME,2.3741,0.099
